observation_id,object_name,center_ra,center_dec,roll_angle,observation_start_time,observation_end_time,resolve_exposure,xtend_exposure,processing_date,public_date,distribution_date,processing_version,data_access_url
000115000,LMC_X-3_Case5,84.7376,-64.08574,168.86754,"2023-11-16 12:07:04","2023-11-17 13:51:04",50.876,78.711,"2024-04-16 22:32:35","2099-12-31 00:00:00","2023-11-23 12:58:38",03.00.011.008,https://data.darts.isas.jaxa.jp/pub/xrism/data/obs/rev3/0/000115000/
000114000,Abell2319_BS2,289.69044,44.16389,238.50532,"2023-11-13 10:21:04","2023-11-16 12:07:04",144.574,235.944,"2024-04-18 19:13:53","2099-12-31 00:00:00","2023-11-23 14:39:15",03.00.011.008,https://data.darts.isas.jaxa.jp/pub/xrism/data/obs/rev3/0/000114000/
000113000,Abell2319_BS,289.75898,44.10366,238.57418,"2023-11-11 12:01:04","2023-11-13 10:21:04",93.398,143.419,"2024-04-18 08:55:22","2099-12-31 00:00:00","2023-11-15 09:30:48",03.00.011.008,https://data.darts.isas.jaxa.jp/pub/xrism/data/obs/rev3/0/000113000/
000112000,PKS_0745-19,116.88131,-19.29489,111.79751,"2023-11-08 10:21:04","2023-11-11 12:01:04",143.665,103.831,"2024-04-18 14:39:48","2099-12-31 00:00:00","2023-11-14 20:00:31",03.00.011.008,https://data.darts.isas.jaxa.jp/pub/xrism/data/obs/rev3/0/000112000/
000111000,Abell2319_BS,289.75909,44.10363,242.68478,"2023-11-06 13:11:04","2023-11-08 10:21:04",78.699,0.000,"2024-04-18 08:36:50","2099-12-31 00:00:00","2023-11-11 17:18:01",03.00.011.008,https://data.darts.isas.jaxa.jp/pub/xrism/data/obs/rev3/0/000111000/
000110000,1E0102.2-7219,16.0064,-72.03299,203.57912,"2023-11-04 21:41:04","2023-11-06 13:11:04",77.509,0.000,"2024-04-18 06:48:51","2099-12-31 00:00:00","2023-11-11 16:02:09",03.00.011.008,https://data.darts.isas.jaxa.jp/pub/xrism/data/obs/rev3/0/000110000/
000109000,Cygnus_X-1_OFFSET,299.59684,35.21533,251.97894,"2023-11-04 14:01:04","2023-11-04 21:41:04",13.582,0.000,"2024-04-19 21:06:44","2099-12-31 00:00:00","2023-11-11 16:03:45",03.00.011.008,https://data.darts.isas.jaxa.jp/pub/xrism/data/obs/rev3/0/000109000/
000108000,Cygnus_X-1_BS,306.04125,33.91085,255.57983,"2023-11-03 23:51:04","2023-11-04 14:01:04",28.468,0.000,"2024-04-22 17:00:42","2099-12-31 00:00:00","2023-11-11 16:00:09",03.00.011.008,https://data.darts.isas.jaxa.jp/pub/xrism/data/obs/rev3/0/000108000/
000107000,Cygnus_X-1_OFFSET,299.59693,35.21531,251.97945,"2023-11-03 20:31:04","2023-11-03 23:51:04",4.871,0.000,"2024-04-18 06:15:37","2099-12-31 00:00:00","2023-11-08 11:07:06",03.00.011.008,https://data.darts.isas.jaxa.jp/pub/xrism/data/obs/rev3/0/000107000/
000106000,Abell2319_BS,289.75794,44.10361,246.09854,"2023-11-03 15:31:04","2023-11-03 20:31:04",2.289,4.374,"2024-04-18 06:00:19","2099-12-31 00:00:00","2023-11-08 12:05:58",03.00.011.008,https://data.darts.isas.jaxa.jp/pub/xrism/data/obs/rev3/0/000106000/
000105000,1E0102.2-7219,16.00641,-72.03317,200.74897,"2023-11-01 13:51:04","2023-11-03 15:31:04",86.203,93.922,"2024-04-18 07:05:15","2099-12-31 00:00:00","2023-11-07 14:20:44",03.00.011.008,https://data.darts.isas.jaxa.jp/pub/xrism/data/obs/rev3/0/000105000/
000104200,Abell2319_BS,289.75951,44.10405,248.68659,"2023-10-29 00:01:04","2023-11-01 13:51:04",239.751,201.368,"2024-04-20 05:57:45","2099-12-31 00:00:00","2023-11-06 13:45:11",03.00.011.008,https://data.darts.isas.jaxa.jp/pub/xrism/data/obs/rev3/0/000104200/
000104100,Abell2319_BS,289.76016,44.1044,248.68711,"2023-10-26 00:01:04","2023-10-29 00:01:04",151.785,129.654,"2024-04-18 08:52:12","2099-12-31 00:00:00","2023-11-07 03:15:20",03.00.011.008,https://data.darts.isas.jaxa.jp/pub/xrism/data/obs/rev3/0/000104100/
000104000,Abell2319_BS,289.75978,44.10398,248.68665,"2023-10-23 20:31:04","2023-10-26 00:01:04",99.928,87.270,"2024-04-18 05:21:41","2099-12-31 00:00:00","2023-11-05 12:22:27",03.00.011.008,https://data.darts.isas.jaxa.jp/pub/xrism/data/obs/rev3/0/000104000/
000103000,Abell2319,290.29786,43.94516,256.21257,"2023-10-19 23:51:04","2023-10-23 20:31:04",188.520,92.627,"2024-04-18 08:17:13","2099-12-31 00:00:00","2023-10-28 16:43:54",03.00.011.008,https://data.darts.isas.jaxa.jp/pub/xrism/data/obs/rev3/0/000103000/
000102000,Abell2319_Cor1,290.29776,43.9452,256.21295,"2023-10-17 01:29:37","2023-10-19 23:51:04",140.513,0.000,"2024-04-18 04:50:02","2099-12-31 00:00:00","2023-10-27 10:56:26",03.00.011.008,https://data.darts.isas.jaxa.jp/pub/xrism/data/obs/rev3/0/000102000/
000101000,Abell2319,290.30022,43.92362,256.21518,"2023-10-13 23:51:04","2023-10-17 01:29:37",144.681,0.000,"2024-04-18 04:33:39","2099-12-31 00:00:00","2023-10-21 17:25:10",03.00.011.008,https://data.darts.isas.jaxa.jp/pub/xrism/data/obs/rev3/0/000101000/
000100000,Abell2319_BS,289.75543,44.08346,267.14349,"2023-10-09 02:01:04","2023-10-13 23:51:04",234.132,0.000,"2024-04-19 23:09:30","2099-12-31 00:00:00","2023-10-19 11:59:34",03.00.011.008,https://data.darts.isas.jaxa.jp/pub/xrism/data/obs/rev3/0/000100000/
