C,6.0,14.0,13.0,0.08
N,7.0,2.0,1.0,102.73
N,7.0,3.0,1.0,121.74
N,7.0,4.0,1.0,128.4
N,7.0,5.0,1.0,131.48
N,7.0,6.0,1.0,133.15
N,7.0,7.0,1.0,134.16
N,7.0,8.0,1.0,134.82
N,7.0,9.0,1.0,135.27
N,7.0,10.0,1.0,135.59
N,7.0,11.0,1.0,135.82
N,7.0,12.0,1.0,136.01
N,7.0,13.0,1.0,136.15
N,7.0,14.0,1.0,136.26
N,7.0,3.0,2.0,19.01
N,7.0,4.0,2.0,25.67
N,7.0,5.0,2.0,28.75
N,7.0,6.0,2.0,30.42
N,7.0,7.0,2.0,31.43
N,7.0,8.0,2.0,32.08
N,7.0,9.0,2.0,32.53
N,7.0,10.0,2.0,32.85
N,7.0,11.0,2.0,33.09
N,7.0,12.0,2.0,33.27
N,7.0,13.0,2.0,33.41
N,7.0,14.0,2.0,33.52
N,7.0,4.0,3.0,6.65
N,7.0,5.0,3.0,9.73
N,7.0,6.0,3.0,11.41
N,7.0,7.0,3.0,12.42
N,7.0,8.0,3.0,13.07
N,7.0,9.0,3.0,13.52
N,7.0,10.0,3.0,13.84
N,7.0,11.0,3.0,14.08
N,7.0,12.0,3.0,14.26
N,7.0,13.0,3.0,14.4
N,7.0,14.0,3.0,14.51
N,7.0,5.0,4.0,3.08
N,7.0,6.0,4.0,4.75
N,7.0,7.0,4.0,5.76
N,7.0,8.0,4.0,6.42
N,7.0,9.0,4.0,6.86
N,7.0,10.0,4.0,7.19
N,7.0,11.0,4.0,7.42
N,7.0,12.0,4.0,7.6
N,7.0,13.0,4.0,7.74
N,7.0,14.0,4.0,7.86
N,7.0,6.0,5.0,1.67
N,7.0,7.0,5.0,2.68
N,7.0,8.0,5.0,3.34
N,7.0,9.0,5.0,3.79
N,7.0,10.0,5.0,4.11
N,7.0,11.0,5.0,4.34
N,7.0,12.0,5.0,4.52
N,7.0,13.0,5.0,4.66
N,7.0,14.0,5.0,4.78
N,7.0,7.0,6.0,1.01
N,7.0,8.0,6.0,1.66
N,7.0,9.0,6.0,2.11
N,7.0,10.0,6.0,2.43
N,7.0,11.0,6.0,2.67
N,7.0,12.0,6.0,2.85
N,7.0,13.0,6.0,2.99
N,7.0,14.0,6.0,3.1
N,7.0,8.0,7.0,0.65
N,7.0,9.0,7.0,1.1
N,7.0,10.0,7.0,1.42
N,7.0,11.0,7.0,1.66
N,7.0,12.0,7.0,1.84
N,7.0,13.0,7.0,1.98
N,7.0,14.0,7.0,2.09
N,7.0,9.0,8.0,0.45
N,7.0,10.0,8.0,0.77
N,7.0,11.0,8.0,1.01
N,7.0,12.0,8.0,1.19
N,7.0,13.0,8.0,1.33
N,7.0,14.0,8.0,1.44
N,7.0,10.0,9.0,0.32
N,7.0,11.0,9.0,0.56
N,7.0,12.0,9.0,0.74
N,7.0,13.0,9.0,0.88
N,7.0,14.0,9.0,0.99
N,7.0,11.0,10.0,0.24
N,7.0,12.0,10.0,0.42
N,7.0,13.0,10.0,0.56
N,7.0,14.0,10.0,0.67
N,7.0,12.0,11.0,0.18
N,7.0,13.0,11.0,0.32
N,7.0,14.0,11.0,0.43
N,7.0,13.0,12.0,0.14
N,7.0,14.0,12.0,0.25
N,7.0,14.0,13.0,0.11
O,8.0,2.0,1.0,134.35
O,8.0,3.0,1.0,159.21
O,8.0,4.0,1.0,167.91
O,8.0,5.0,1.0,171.94
O,8.0,6.0,1.0,174.12
O,8.0,7.0,1.0,175.44
O,8.0,8.0,1.0,176.3
O,8.0,9.0,1.0,176.89
O,8.0,10.0,1.0,177.31
O,8.0,11.0,1.0,177.62
O,8.0,12.0,1.0,177.85
O,8.0,13.0,1.0,178.04
O,8.0,14.0,1.0,178.18
O,8.0,3.0,2.0,24.86
O,8.0,4.0,2.0,33.56
O,8.0,5.0,2.0,37.59
O,8.0,6.0,2.0,39.77
O,8.0,7.0,2.0,41.09
O,8.0,8.0,2.0,41.95
O,8.0,9.0,2.0,42.54
O,8.0,10.0,2.0,42.96
O,8.0,11.0,2.0,43.27
O,8.0,12.0,2.0,43.5
O,8.0,13.0,2.0,43.69
O,8.0,14.0,2.0,43.83
O,8.0,4.0,3.0,8.7
O,8.0,5.0,3.0,12.73
O,8.0,6.0,3.0,14.91
O,8.0,7.0,3.0,16.23
O,8.0,8.0,3.0,17.09
O,8.0,9.0,3.0,17.68
O,8.0,10.0,3.0,18.09
O,8.0,11.0,3.0,18.41
O,8.0,12.0,3.0,18.64
O,8.0,13.0,3.0,18.83
O,8.0,14.0,3.0,18.97
O,8.0,5.0,4.0,4.03
O,8.0,6.0,4.0,6.21
O,8.0,7.0,4.0,7.53
O,8.0,8.0,4.0,8.39
O,8.0,9.0,4.0,8.98
O,8.0,10.0,4.0,9.4
O,8.0,11.0,4.0,9.71
O,8.0,12.0,4.0,9.94
O,8.0,13.0,4.0,10.13
O,8.0,14.0,4.0,10.27
O,8.0,6.0,5.0,2.19
O,8.0,7.0,5.0,3.51
O,8.0,8.0,5.0,4.36
O,8.0,9.0,5.0,4.95
O,8.0,10.0,5.0,5.37
O,8.0,11.0,5.0,5.68
O,8.0,12.0,5.0,5.92
O,8.0,13.0,5.0,6.1
O,8.0,14.0,5.0,6.24
O,8.0,7.0,6.0,1.32
O,8.0,8.0,6.0,2.17
O,8.0,9.0,6.0,2.76
O,8.0,10.0,6.0,3.18
O,8.0,11.0,6.0,3.49
O,8.0,12.0,6.0,3.73
O,8.0,13.0,6.0,3.91
O,8.0,14.0,6.0,4.06
O,8.0,8.0,7.0,0.86
O,8.0,9.0,7.0,1.44
O,8.0,10.0,7.0,1.86
O,8.0,11.0,7.0,2.17
O,8.0,12.0,7.0,2.41
O,8.0,13.0,7.0,2.59
O,8.0,14.0,7.0,2.74
O,8.0,9.0,8.0,0.59
O,8.0,10.0,8.0,1.01
O,8.0,11.0,8.0,1.32
O,8.0,12.0,8.0,1.55
O,8.0,13.0,8.0,1.74
O,8.0,14.0,8.0,1.88
O,8.0,10.0,9.0,0.42
O,8.0,11.0,9.0,0.73
O,8.0,12.0,9.0,0.97
O,8.0,13.0,9.0,1.15
O,8.0,14.0,9.0,1.3
O,8.0,11.0,10.0,0.31
O,8.0,12.0,10.0,0.55
O,8.0,13.0,10.0,0.73
O,8.0,14.0,10.0,0.88
O,8.0,12.0,11.0,0.24
O,8.0,13.0,11.0,0.42
O,8.0,14.0,11.0,0.57
O,8.0,13.0,12.0,0.18
