2.6700	47	67	44	35
2.6800	53	61	52	38
2.6900	58	68	53	52
2.7000	42	73	54	38
2.7100	42	71	42	48
2.7200	44	82	36	62
2.7300	54	56	51	30
2.7400	46	82	49	46
2.7500	42	80	54	49
2.7600	47	78	50	40
2.7700	49	64	55	44
2.7800	58	74	57	42
2.7900	49	65	42	60
2.8000	50	75	58	58
2.8100	48	75	64	52
2.8200	44	80	65	48
2.8300	49	78	58	70
2.8400	65	106	83	61
2.8500	77	128	100	88
2.8600	80	147	84	81
2.8700	93	143	126	94
2.8800	106	189	168	130
2.8900	146	246	164	158
2.9000	187	293	223	189
2.9100	225	331	269	237
2.9200	301	405	305	278
2.9300	382	461	353	284
2.9400	405	490	392	342
2.9500	406	600	464	349
2.9600	443	615	467	359
2.9700	484	641	496	400
2.9800	466	691	488	373
2.9900	472	621	472	383
3.0000	461	615	420	357
3.0100	393	572	399	315
3.0200	289	480	366	252
3.0300	291	410	294	241
3.0400	227	301	232	187
3.0500	160	292	201	151
3.0600	146	224	175	136
3.0700	136	168	121	116
3.0800	121	178	117	93
3.0900	81	139	101	80
3.1000	96	132	95	81
3.1100	74	147	95	77
3.1200	87	104	89	72
3.1300	98	126	97	66
3.1400	97	121	94	106
3.1500	85	138	102	87
3.1600	98	153	112	98
3.1700	127	165	116	102
3.1800	117	178	137	108
3.1900	119	200	119	98
3.2000	131	163	143	114
3.2100	124	185	148	103
3.2200	132	156	144	117
3.2300	125	183	154	104
3.2400	108	161	109	97
3.2500	107	159	126	101
3.2600	138	139	124	100
3.2700	92	151	119	94
3.2800	100	154	121	92
3.2900	82	131	100	88
3.3000	96	114	117	73
3.3100	90	134	94	87
3.3200	91	124	89	93
3.3300	80	126	88	72
3.3400	87	110	90	92
3.3500	79	127	98	72
3.3600	101	115	105	87
3.3700	88	127	104	81
3.3800	71	122	85	81
3.3900	87	104	104	78
3.4000	72	119	102	88
3.4100	86	110	90	72
3.4200	89	133	107	65
3.4300	79	107	115	74
3.4400	99	143	93	85
3.4500	96	143	82	71
3.4600	84	124	107	79
3.4700	87	139	95	81
3.4800	93	151	106	100
3.4900	115	160	116	106
3.5000	101	166	131	108
3.5100	108	170	130	141
3.5200	127	204	124	159
3.5300	128	208	164	175
3.5400	187	258	181	188
3.5500	207	294	245	254
3.5600	252	366	269	312
3.5700	342	488	345	418
3.5800	457	610	505	540
3.5900	695	856	661	763
3.6000	847	1017	933	960
3.6100	1194	1464	1228	1200
3.6200	1651	1899	1596	1646
3.6300	1984	2471	1999	2117
3.6400	2559	3127	2501	2566
3.6500	3185	3733	3043	3088
3.6600	3903	4388	3687	3467
3.6700	4382	5045	4170	3821
3.6800	4985	5660	4691	4292
3.6900	5350	6054	5058	4587
3.7000	5617	6478	5255	4770
3.7100	5711	6722	5317	4860
3.7200	5435	6387	5140	4567
3.7300	5253	5958	4739	4365
3.7400	4684	5638	4311	3943
3.7500	4047	4912	3817	3531
3.7600	3498	4133	3306	2985
3.7700	2875	3535	2672	2452
3.7800	2309	2904	2276	2052
3.7900	1730	2217	1806	1651
3.8000	1397	1697	1367	1226
3.8100	949	1258	989	978
3.8200	692	942	700	643
3.8300	525	689	527	510
3.8400	407	463	418	428
3.8500	283	392	322	305
3.8600	229	325	258	206
3.8700	203	303	214	207
3.8800	208	266	209	193
3.8900	190	222	201	181
3.9000	213	296	234	216
3.9100	227	312	255	274
3.9200	265	365	306	292
3.9300	322	423	352	352
3.9400	402	517	436	394
3.9500	467	579	468	510
3.9600	579	706	627	597
3.9700	698	837	716	692
3.9800	797	962	789	774
3.9900	981	1136	901	921
4.0000	1081	1254	1071	914
4.0100	1088	1341	1071	972
4.0200	1190	1347	1057	1078
4.0300	1202	1443	1155	1039
4.0400	1210	1355	1181	1078
4.0500	1099	1335	1087	964
4.0600	1101	1258	1001	911
4.0700	964	1179	976	835
4.0800	846	1038	849	767
4.0900	769	893	705	657
4.1000	620	704	618	576
4.1100	472	659	530	444
4.1200	423	517	444	370
4.1300	361	404	351	289
4.1400	274	381	281	258
4.1500	242	248	201	188
4.1600	148	242	163	136
4.1700	133	179	146	130
4.1800	112	162	138	129
4.1900	93	124	106	99
4.2000	103	121	92	82
4.2100	72	98	75	81
4.2200	65	99	96	75
4.2300	63	92	70	77
4.2400	83	108	101	55
4.2500	75	94	77	62
4.2600	75	94	84	79
4.2700	64	106	82	54
4.2800	90	113	90	72
4.2900	84	116	81	64
4.3000	67	106	69	70
4.3100	82	105	80	84
4.3200	65	105	70	66
4.3300	69	122	80	83
4.3400	73	105	91	75
4.3500	83	96	85	64
4.3600	61	114	88	78
4.3700	72	124	76	75
4.3800	91	101	81	76
4.3900	80	106	72	77
4.4000	91	110	88	82
4.4100	94	138	99	86
4.4200	111	144	103	110
4.4300	108	142	107	105
4.4400	127	160	134	132
4.4500	144	179	126	142
4.4600	151	178	161	152
4.4700	171	229	147	148
4.4800	167	241	193	168
4.4900	200	223	222	183
4.5000	201	253	217	177
4.5100	187	269	230	196
4.5200	205	276	220	189
4.5300	209	269	207	168
4.5400	194	217	192	176
4.5500	212	238	209	185
4.5600	169	231	203	175
4.5700	168	238	179	177
4.5800	160	209	152	156
4.5900	160	190	182	175
4.6000	154	211	152	145
4.6100	168	198	174	159
4.6200	135	215	144	134
4.6300	150	194	167	116
4.6400	138	209	154	136
4.6500	156	214	135	131
4.6600	143	172	159	136
4.6700	159	210	124	137
4.6800	122	169	146	125
4.6900	137	173	140	128
4.7000	139	167	111	119
4.7100	110	156	131	101
4.7200	111	145	118	104
4.7300	103	134	99	103
4.7400	131	139	133	105
4.7500	87	133	112	104
4.7600	107	152	111	117
4.7700	122	140	110	108
4.7800	106	157	142	119
4.7900	115	161	142	124
4.8000	137	201	135	150
4.8100	137	196	157	168
4.8200	159	197	163	186
4.8300	191	214	184	170
4.8400	187	241	195	176
4.8500	196	248	213	190
4.8600	226	270	256	182
4.8700	239	264	234	233
4.8800	253	337	256	243
4.8900	287	322	283	237
4.9000	285	331	326	266
4.9100	259	367	300	275
4.9200	316	387	302	292
4.9300	335	410	337	320
4.9400	313	415	343	300
4.9500	356	428	367	310
4.9600	365	437	322	349
4.9700	380	442	374	333
4.9800	359	398	371	329
4.9900	371	450	374	328
5.0000	380	448	405	344
5.0100	375	423	340	301
5.0200	346	387	314	314
5.0300	297	382	308	328
5.0400	310	374	323	286
5.0500	295	348	280	242
5.0600	287	323	288	266
5.0700	274	319	238	222
5.0800	231	288	240	198
5.0900	198	258	199	217
5.1000	204	272	204	179
5.1100	188	241	200	176
5.1200	186	204	183	163
5.1300	177	221	181	154
5.1400	166	215	175	166
5.1500	185	217	182	175
5.1600	179	229	191	171
5.1700	188	238	203	185
5.1800	191	231	190	192
5.1900	203	243	229	207
5.2000	218	291	208	202
5.2100	241	300	234	234
5.2200	238	325	232	192
5.2300	243	312	268	232
5.2400	273	311	256	247
5.2500	254	311	270	244
5.2600	252	355	247	261
5.2700	241	326	284	241
5.2800	243	342	265	254
5.2900	251	318	271	251
5.3000	250	305	293	268
5.3100	261	328	276	256
5.3200	260	349	281	267
5.3300	283	368	326	233
5.3400	327	405	293	306
5.3500	354	403	336	324
5.3600	395	426	368	321
5.3700	388	446	369	364
5.3800	401	494	420	381
5.3900	438	596	451	427
5.4000	511	602	461	412
5.4100	502	594	516	464
5.4200	472	619	518	463
5.4300	532	597	524	514
5.4400	519	623	490	509
5.4500	533	604	492	470
5.4600	521	551	478	463
5.4700	456	585	486	457
5.4800	470	550	481	399
5.4900	450	520	441	387
5.5000	346	469	386	390
5.5100	357	451	347	342
5.5200	352	364	314	325
5.5300	334	431	342	314
5.5400	278	387	299	260
5.5500	279	318	309	262
5.5600	231	360	299	267
5.5700	303	337	295	274
5.5800	312	355	303	289
5.5900	314	371	292	301
5.6000	343	362	335	327
5.6100	328	348	337	315
5.6200	356	431	396	313
5.6300	339	409	361	332
5.6400	362	412	343	308
5.6500	354	443	368	349
5.6600	346	464	340	344
5.6700	346	455	342	377
5.6800	366	474	382	355
5.6900	356	448	392	342
5.7000	372	430	353	355
5.7100	371	484	353	336
5.7200	345	441	347	286
5.7300	344	439	390	327
5.7400	349	418	349	349
5.7500	353	454	397	323
5.7600	312	480	379	340
5.7700	428	469	404	380
5.7800	408	539	463	393
5.7900	459	565	480	465
5.8000	476	608	524	508
5.8100	572	711	599	523
5.8200	592	742	637	633
5.8300	668	807	657	591
5.8400	711	867	753	685
5.8500	745	906	836	763
5.8600	857	1012	856	849
5.8700	863	984	891	881
5.8800	937	1023	910	930
5.8900	920	1089	991	893
5.9000	915	1180	976	925
5.9100	917	1170	982	885
5.9200	954	1170	913	858
5.9300	862	1016	873	828
5.9400	849	1008	860	784
5.9500	799	933	785	730
5.9600	696	922	764	684
5.9700	669	846	736	611
5.9800	633	804	654	643
5.9900	577	721	610	550
6.0000	559	709	620	584
6.0100	526	608	545	540
6.0200	506	651	532	496
6.0300	512	645	509	487
6.0400	476	582	469	490
6.0500	528	575	473	494
6.0600	463	594	500	450
6.0700	494	574	523	438
6.0800	455	542	485	458
6.0900	470	596	450	432
6.1000	490	514	454	445
6.1100	457	561	469	436
6.1200	435	535	443	441
6.1300	449	509	461	392
6.1400	388	568	437	406
6.1500	414	486	424	419
6.1600	370	539	424	416
6.1700	438	540	434	445
6.1800	404	498	459	427
6.1900	472	572	502	434
6.2000	491	596	481	476
6.2100	537	604	575	489
6.2200	567	637	629	565
6.2300	565	693	605	584
6.2400	614	750	591	589
6.2500	637	757	672	593
6.2600	634	799	682	635
6.2700	725	802	734	685
6.2800	712	926	773	767
6.2900	774	923	800	730
6.3000	841	1007	846	817
6.3100	901	1026	851	879
6.3200	997	1099	971	910
6.3300	986	1161	943	944
6.3400	998	1234	1122	1023
6.3500	1115	1314	1152	1111
6.3600	1279	1377	1265	1107
6.3700	1257	1492	1357	1241
6.3800	1391	1580	1344	1294
6.3900	1448	1736	1434	1455
6.4000	1502	1735	1503	1379
6.4100	1579	1874	1534	1500
6.4200	1606	1880	1595	1521
6.4300	1603	1947	1609	1521
6.4400	1651	1944	1686	1506
6.4500	1647	1911	1594	1519
6.4600	1598	1884	1612	1550
6.4700	1567	1733	1554	1457
6.4800	1505	1713	1413	1367
6.4900	1406	1633	1412	1261
6.5000	1281	1553	1311	1191
6.5100	1217	1465	1188	1117
6.5200	1056	1308	1126	1051
6.5300	1023	1321	1100	954
6.5400	982	1192	1012	925
6.5500	891	1079	870	809
6.5600	784	979	847	774
6.5700	707	991	778	718
6.5800	666	817	744	673
6.5900	687	767	646	625
6.6000	572	715	654	604
6.6100	604	786	591	585
6.6200	603	725	559	603
6.6300	600	752	607	590
6.6400	610	757	706	647
6.6500	609	826	710	662
6.6600	700	798	711	678
6.6700	726	914	779	716
6.6800	758	983	841	753
6.6900	885	1041	829	788
6.7000	909	1017	891	854
6.7100	987	1113	986	821
6.7200	931	1183	963	857
6.7300	984	1165	1002	923
6.7400	972	1093	987	892
6.7500	943	1153	978	913
6.7600	955	1109	932	861
6.7700	972	1082	918	969
6.7800	890	1114	917	796
6.7900	887	1087	879	862
6.8000	888	1090	854	873
6.8100	893	1083	921	887
6.8200	912	1081	946	943
6.8300	924	1213	993	1041
6.8400	1032	1252	1101	1083
6.8500	1154	1288	1213	1101
6.8600	1254	1558	1342	1247
6.8700	1421	1620	1386	1386
6.8800	1571	1839	1599	1459
6.8900	1645	2054	1755	1693
6.9000	1910	2226	1944	1869
6.9100	2084	2362	2052	1969
6.9200	2161	2556	2219	2048
6.9300	2240	2612	2319	2222
6.9400	2342	2699	2341	2155
6.9500	2398	2800	2381	2273
6.9600	2288	2803	2380	2255
6.9700	2343	2709	2396	2055
6.9800	2231	2618	2352	2058
6.9900	2050	2465	2152	1977
7.0000	1957	2381	2166	1880
7.0100	1836	2177	1870	1680
7.0200	1718	1965	1692	1534
7.0300	1540	1865	1523	1445
7.0400	1363	1652	1386	1348
7.0500	1261	1536	1317	1231
7.0600	1208	1496	1257	1099
7.0700	1146	1379	1104	1107
7.0800	1040	1283	1138	1066
7.0900	1060	1188	1085	975
7.1000	996	1277	1018	928
7.1100	992	1173	1072	1017
7.1200	1052	1317	1076	1007
7.1300	991	1250	1121	1090
7.1400	1052	1271	1112	1036
7.1500	1145	1344	1152	1105
7.1600	1167	1390	1192	1121
7.1700	1211	1453	1195	1148
7.1800	1304	1465	1261	1166
7.1900	1265	1522	1287	1215
7.2000	1331	1522	1235	1273
7.2100	1281	1502	1265	1252
7.2200	1217	1454	1267	1214
7.2300	1266	1437	1285	1146
7.2400	1189	1413	1283	1146
7.2500	1116	1424	1194	1105
7.2600	1088	1337	1145	1059
7.2700	1064	1237	1128	1051
7.2800	1047	1237	1048	1034
7.2900	978	1271	980	995
7.3000	993	1288	1049	959
7.3100	1051	1241	1071	1068
7.3200	1018	1252	1134	1000
7.3300	1152	1378	1187	1109
7.3400	1115	1494	1269	1226
7.3500	1308	1547	1420	1332
7.3600	1517	1786	1496	1463
7.3700	1635	1963	1631	1612
7.3800	1834	2157	1828	1793
7.3900	2008	2343	2080	2040
7.4000	2180	2531	2315	2144
7.4100	2555	2871	2538	2387
7.4200	2644	3161	2852	2551
7.4300	2881	3375	2920	2696
7.4400	3022	3602	3124	2950
7.4500	3177	3730	3271	2997
7.4600	3299	3741	3353	3223
7.4700	3270	3980	3357	3250
7.4800	3309	3883	3534	3177
7.4900	3385	4004	3406	3171
7.5000	3331	3857	3354	3156
7.5100	3145	3846	3353	3129
7.5200	3068	3584	3139	2915
7.5300	2878	3463	2941	2729
7.5400	2617	3320	2887	2593
7.5500	2581	3079	2668	2395
7.5600	2519	2956	2581	2302
7.5700	2208	2755	2400	2173
7.5800	2035	2547	2214	2113
7.5900	2032	2476	2080	2013
7.6000	1894	2360	1883	1880
7.6100	1921	2238	1933	1791
7.6200	1817	2233	1922	1888
7.6300	1933	2171	1815	1813
7.6400	1739	2052	1841	1765
7.6500	1822	2130	1860	1762
7.6600	1733	2160	1836	1703
7.6700	1689	2085	1721	1652
7.6800	1618	1990	1688	1640
7.6900	1606	1911	1575	1602
7.7000	1594	1816	1577	1505
7.7100	1497	1906	1530	1498
7.7200	1459	1821	1456	1465
7.7300	1336	1707	1528	1419
7.7400	1387	1625	1357	1300
7.7500	1273	1673	1405	1291
7.7600	1301	1550	1283	1307
7.7700	1237	1587	1296	1238
7.7800	1276	1618	1332	1343
7.7900	1284	1601	1321	1355
7.8000	1330	1616	1387	1372
7.8100	1420	1719	1440	1436
7.8200	1439	1768	1473	1461
7.8300	1547	1873	1654	1543
7.8400	1579	1929	1688	1584
7.8500	1723	1989	1799	1738
7.8600	1791	2115	1785	1705
7.8700	1820	2174	1846	1845
7.8800	1849	2264	1967	1846
7.8900	1931	2377	1985	1926
7.9000	1959	2248	2155	1876
7.9100	2075	2362	2075	2009
7.9200	2067	2466	2243	2077
7.9300	2115	2589	2261	2164
7.9400	2235	2523	2331	2229
7.9500	2382	2803	2367	2345
7.9600	2421	2871	2492	2398
7.9700	2620	3107	2749	2604
7.9800	2722	3193	2844	2713
7.9900	2996	3483	3006	2836
8.0000	3095	3670	3239	3038
8.0100	3255	3891	3492	3253
8.0200	3556	4136	3670	3350
8.0300	3736	4287	3738	3626
8.0400	3849	4563	3981	3725
8.0500	3949	4651	4139	3901
8.0600	4100	4928	4291	3977
8.0700	4099	5054	4220	4114
8.0800	4165	4997	4259	3982
8.0900	4112	4895	4234	4021
8.1000	4136	4975	4279	4085
8.1100	4097	4783	4102	3726
8.1200	3933	4599	3891	3744
8.1300	3673	4450	3796	3460
8.1400	3656	4194	3652	3437
8.1500	3515	3997	3499	3221
8.1600	3163	3835	3275	3017
8.1700	2967	3600	3144	2981
8.1800	2666	3315	2855	2718
8.1900	2622	3150	2691	2489
8.2000	2395	2995	2487	2311
8.2100	2262	2668	2354	2136
8.2200	2101	2563	2133	1993
8.2300	1909	2327	2012	1876
8.2400	1867	2147	1845	1773
8.2500	1645	2076	1867	1663
8.2600	1676	1988	1755	1598
8.2700	1625	2042	1659	1551
8.2800	1605	1963	1655	1564
8.2900	1611	1849	1705	1676
8.3000	1691	1944	1652	1644
8.3100	1715	2129	1823	1726
8.3200	1680	2098	1855	1828
8.3300	1928	2216	2019	1830
8.3400	2029	2467	2089	2059
8.3500	2115	2540	2192	2062
8.3600	2225	2659	2396	2141
8.3700	2276	2844	2516	2216
8.3800	2569	2911	2601	2402
8.3900	2567	2982	2619	2434
8.4000	2620	3084	2785	2474
8.4100	2597	3142	2700	2516
8.4200	2541	3114	2746	2605
8.4300	2586	3095	2723	2543
8.4400	2587	3019	2569	2342
8.4500	2411	2914	2547	2361
8.4600	2325	2827	2515	2304
8.4700	2267	2758	2326	2128
8.4800	2202	2606	2241	2158
8.4900	2107	2481	2137	2128
8.5000	2074	2576	2142	2019
8.5100	2022	2438	2095	2097
8.5200	2014	2596	2181	2151
8.5300	2124	2659	2252	2207
8.5400	2278	2643	2405	2269
8.5500	2487	2939	2551	2433
8.5600	2706	3124	2810	2710
8.5700	3006	3431	3212	2941
8.5800	3240	3825	3412	3192
8.5900	3463	4051	3580	3564
8.6000	3804	4544	3862	3731
8.6100	4048	4729	4183	3965
8.6200	4375	5100	4470	4091
8.6300	4511	5207	4715	4370
8.6400	4713	5338	4818	4378
8.6500	4755	5553	4840	4631
8.6600	4647	5608	4776	4589
8.6700	4661	5474	4787	4432
8.6800	4577	5191	4556	4349
8.6900	4383	5153	4356	4170
8.7000	4098	5008	4263	3856
8.7100	3818	4561	3936	3732
8.7200	3621	4313	3740	3410
8.7300	3323	4056	3422	3209
8.7400	3046	3707	3095	2837
8.7500	2787	3236	2776	2653
8.7600	2418	3001	2612	2412
8.7700	2202	2729	2309	2190
8.7800	1966	2396	2098	1862
8.7900	1831	2166	1950	1776
8.8000	1477	2053	1654	1606
8.8100	1505	1793	1564	1505
8.8200	1358	1603	1421	1334
8.8300	1304	1577	1241	1256
8.8400	1202	1431	1234	1270
8.8500	1166	1425	1186	1153
8.8600	1113	1368	1153	1112
8.8700	1133	1339	1147	1061
8.8800	1045	1378	1135	1043
8.8900	1033	1329	1169	1119
8.9000	1197	1368	1102	1155
8.9100	1185	1351	1218	1155
8.9200	1239	1424	1260	1175
8.9300	1246	1438	1295	1268
8.9400	1247	1581	1334	1240
8.9500	1368	1559	1407	1367
8.9600	1378	1619	1514	1439
8.9700	1399	1681	1484	1374
8.9800	1475	1730	1482	1535
8.9900	1559	1861	1568	1591
9.0000	1558	1763	1742	1619
9.0100	1712	2044	1678	1596
9.0200	1707	2014	1683	1696
9.0300	1737	1968	1804	1691
9.0400	1683	2069	1739	1700
9.0500	1804	2040	1871	1651
9.0600	1728	2118	1847	1712
9.0700	1779	2109	1893	1767
9.0800	1764	2116	1889	1811
9.0900	1836	2158	1904	1879
9.1000	1865	2292	1990	1903
9.1100	1997	2442	2088	2060
9.1200	2085	2445	2217	2143
9.1300	2188	2688	2309	2288
9.1400	2357	2761	2563	2458
9.1500	2670	3030	2705	2597
9.1600	2866	3458	2868	2971
9.1700	3103	3670	3335	3266
9.1800	3497	4087	3613	3564
9.1900	3808	4367	4044	3897
9.2000	4153	4950	4390	4011
9.2100	4371	5085	4683	4429
9.2200	4750	5643	4905	4736
9.2300	5044	5999	5177	4963
9.2400	5127	6072	5395	5089
9.2500	5348	6243	5580	5133
9.2600	5630	6460	5513	5245
9.2700	5467	6348	5839	5241
9.2800	5409	6433	5546	5340
9.2900	5243	6036	5492	5053
9.3000	5130	6115	5208	4803
9.3100	4813	5774	5042	4635
9.3200	4593	5463	4912	4380
9.3300	4410	5224	4553	4223
9.3400	4126	4815	4155	3908
9.3500	3823	4399	3947	3578
9.3600	3334	4123	3646	3262
9.3700	3116	3866	3459	3130
9.3800	2913	3461	3169	2737
9.3900	2668	3249	2860	2671
9.4000	2421	2847	2539	2340
9.4100	2235	2754	2308	2156
9.4200	2014	2472	2151	2067
9.4300	1824	2282	1984	1863
9.4400	1753	2156	1887	1722
9.4500	1663	1979	1793	1646
9.4600	1509	1846	1632	1546
9.4700	1517	1786	1509	1405
9.4800	1447	1680	1515	1447
9.4900	1357	1673	1435	1420
9.5000	1388	1688	1372	1432
9.5100	1419	1668	1408	1395
9.5200	1344	1673	1456	1397
9.5300	1455	1756	1555	1396
9.5400	1470	1807	1487	1527
9.5500	1460	1784	1533	1534
9.5600	1511	1900	1654	1566
9.5700	1635	1952	1723	1647
9.5800	1695	2048	1835	1628
9.5900	1755	2174	1840	1780
9.6000	1851	2291	1968	1920
9.6100	1886	2230	1998	2015
9.6200	1989	2415	2176	1997
9.6300	2095	2508	2132	2059
9.6400	2186	2508	2211	2136
9.6500	2194	2589	2330	2128
9.6600	2324	2549	2369	2218
9.6700	2368	2738	2500	2219
9.6800	2334	2796	2481	2283
9.6900	2301	2782	2454	2208
9.7000	2326	2841	2636	2432
9.7100	2348	2909	2404	2359
